Item type,Dataset Size,Dataset Shape,Dataset Type,Item name/path
Group,N/A,N/A,N/A,AwakeEventData
Group,N/A,N/A,N/A,AwakeEventData/AIRTR01
Group,N/A,N/A,N/A,AwakeEventData/AIRTR01/Acq
Dataset,352,(1, 352),int16,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value
Dataset,1,(1,),|S1,AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units
Group,N/A,N/A,N/A,AwakeEventData/Sps2AwakeSynchro
Group,N/A,N/A,N/A,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs
Dataset,1,(1,),float64,AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay
Group,N/A,N/A,N/A,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1
Group,N/A,N/A,N/A,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead
Dataset,1,(1,),int32,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead
Dataset,5000,(5000,),float64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis
Dataset,5000,(5000,),float64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue
Dataset,1,(1,),int32,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount
Dataset,1,(1,),|S29,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay
Dataset,1,(1,),int64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime
Dataset,100,(100,),|S17,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName
Dataset,100,(100,),|S16,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue
Group,N/A,N/A,N/A,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2
Group,N/A,N/A,N/A,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead
Dataset,1,(1,),int32,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/channelRead
Dataset,5000,(5000,),float64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataAxis
Dataset,5000,(5000,),float64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/dataValue
Dataset,1,(1,),int32,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileCount
Dataset,1,(1,),|S29,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileReadDelay
Dataset,1,(1,),int64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/fileTime
Dataset,100,(100,),|S17,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerName
Dataset,100,(100,),|S16,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH2/FileRead/headerValue
Group,N/A,N/A,N/A,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3
Dataset,1,(),|S166,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH3/FileRead
Group,N/A,N/A,N/A,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4
Group,N/A,N/A,N/A,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead
Dataset,1,(1,),int32,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead
Dataset,2000,(2000,),float64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis
Dataset,2000,(2000,),float64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue
Dataset,1,(1,),int32,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount
Dataset,1,(1,),|S29,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay
Dataset,1,(1,),int64,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime
Dataset,100,(100,),|S17,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName
Dataset,100,(100,),|S16,AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue
Group,N/A,N/A,N/A,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR
Group,N/A,N/A,N/A,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead
Dataset,1,(1,),int64,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime
Dataset,768,(768,),float64,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude
Dataset,768,(768,),float64,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay
Dataset,442368,(768, 576),int16,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage
Dataset,1,(1,),int32,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount
Dataset,1,(1,),|S17,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime
Dataset,768,(768,),float64,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude
Dataset,1,(1,),float64,AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition
Dataset,100,(100,),|S45,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition
Dataset,100,(100,),float64,AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition
Dataset,100,(100,),|S19,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition
Dataset,100,(100,),float64,AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTRHET-VDI
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead
Dataset,1,(1,),int32,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount
Dataset,1,(1,),|S42,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay
Dataset,1,(1,),int64,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime
Dataset,1,(1,),float64,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue
Dataset,1,(1,),int64,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue
Dataset,1,(1,),|S4,AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-CTRHET-WR8
Dataset,1,(),|S166,AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-DENSITY-DATA
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition
Dataset,100,(100,),|S18,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition
Dataset,100,(100,),float64,AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition
Dataset,100,(100,),|S20,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition
Dataset,100,(100,),float64,AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-LASER-DATA
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition
Dataset,100,(100,),|S55,AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition
Dataset,100,(100,),float64,AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition
Dataset,100,(100,),|S19,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition
Dataset,100,(100,),float64,AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition
Dataset,100,(100,),|S16,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue
Group,N/A,N/A,N/A,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition
Dataset,100,(100,),float64,AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime
Dataset,3648,(3648,),float64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis
Dataset,3648,(3648,),float64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount
Dataset,1,(1,),|S44,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime
Dataset,11,(11,),|S32,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName
Dataset,11,(11,),|S28,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime
Dataset,3648,(3648,),float64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis
Dataset,3648,(3648,),float64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount
Dataset,1,(1,),|S43,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime
Dataset,11,(11,),|S32,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName
Dataset,11,(11,),|S28,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-eBLM-pico1
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount
Dataset,1,(1,),|S17,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay
Dataset,100,(100,),|S1,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName
Dataset,100,(100,),|S1,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-eBLM-pico2
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount
Dataset,1,(1,),|S17,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay
Dataset,100,(100,),|S1,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName
Dataset,100,(100,),|S1,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-eBLM-pico3
Group,N/A,N/A,N/A,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3
Dataset,785,(785,),float64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount
Dataset,1,(1,),|S17,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName
Dataset,1,(1,),int64,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay
Dataset,100,(100,),|S1,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName
Dataset,100,(100,),|S1,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue
Dataset,1,(1,),int32,AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels
Group,N/A,N/A,N/A,AwakeEventData/TT41.BCTF.412340
Group,N/A,N/A,N/A,AwakeEventData/TT41.BCTF.412340/Acquisition
Dataset,1,(1,),|S26,AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime
Dataset,1,(1,),|S5,AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr
Dataset,1,(1,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/beamID
Dataset,2,(2,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1
Dataset,2,(2,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2
Dataset,1,(1,),int16,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1
Dataset,1,(1,),int16,AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual
Dataset,1,(1,),int16,AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus
Dataset,1,(1,),|S26,AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime
Dataset,1,(1,),|S1,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1
Dataset,1,(1,),|S1,AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2
Dataset,1,(1,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1
Dataset,1,(1,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2
Dataset,32,(32,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1
Dataset,32,(32,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2
Dataset,1,(1,),int16,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1
Dataset,1,(1,),int16,AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2
Dataset,1,(1,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2
Dataset,1,(1,),float32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred
Dataset,1,(1,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit
Dataset,1,(1,),int32,AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412343
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412343/Acquisition
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412343/Acquisition/horPos
Dataset,1,(1,),Error: No NumPy equivalent for TypeBitfieldID exists,AwakeEventData/TT41.BPM.412343/Acquisition/posOK
Dataset,12,(12,),int32,AwakeEventData/TT41.BPM.412343/Acquisition/sigma
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos
Dataset,1,(),bool,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction
Dataset,1,(1,),int32,AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412343/Acquisition/verPos
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412345
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412345/Acquisition
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412345/Acquisition/horPos
Dataset,1,(1,),Error: No NumPy equivalent for TypeBitfieldID exists,AwakeEventData/TT41.BPM.412345/Acquisition/posOK
Dataset,12,(12,),int32,AwakeEventData/TT41.BPM.412345/Acquisition/sigma
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos
Dataset,1,(),bool,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction
Dataset,1,(1,),int32,AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412345/Acquisition/verPos
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412347
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412347/Acquisition
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412347/Acquisition/horPos
Dataset,1,(1,),Error: No NumPy equivalent for TypeBitfieldID exists,AwakeEventData/TT41.BPM.412347/Acquisition/posOK
Dataset,12,(12,),int32,AwakeEventData/TT41.BPM.412347/Acquisition/sigma
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos
Dataset,1,(),bool,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction
Dataset,1,(1,),int32,AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412347/Acquisition/verPos
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412349
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412349/Acquisition
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412349/Acquisition/horPos
Dataset,1,(1,),Error: No NumPy equivalent for TypeBitfieldID exists,AwakeEventData/TT41.BPM.412349/Acquisition/posOK
Dataset,12,(12,),int32,AwakeEventData/TT41.BPM.412349/Acquisition/sigma
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos
Dataset,1,(),bool,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction
Dataset,1,(1,),int32,AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412349/Acquisition/verPos
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412349_HF
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412349_HF/Acquisition
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos
Dataset,0,(0,),Error: No NumPy equivalent for TypeBitfieldID exists,AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK
Dataset,12,(12,),int32,AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos
Dataset,1,(),bool,AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction
Dataset,1,(1,),int32,AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412351
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412351/Acquisition
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412351/Acquisition/horPos
Dataset,1,(1,),Error: No NumPy equivalent for TypeBitfieldID exists,AwakeEventData/TT41.BPM.412351/Acquisition/posOK
Dataset,12,(12,),int32,AwakeEventData/TT41.BPM.412351/Acquisition/sigma
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos
Dataset,1,(),bool,AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction
Dataset,1,(1,),int32,AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412351/Acquisition/verPos
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412351_HF
Group,N/A,N/A,N/A,AwakeEventData/TT41.BPM.412351_HF/Acquisition
Dataset,1,(1,),float32,AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos
Dataset,12,(12,),float32,AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos
